# compound id (and file prefix), SMILES, iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem), experimental value (kcal/mol), experimental uncertainty (kcal/mol), Mobley group calculated value (GAFF) (kcal/mol), calculated uncertainty (kcal/mol), experimental reference (original or paper this value was taken from), calculated reference, text notes.,dG (TF),std (TF),dG (TF) lrc,lrc,lrc std,lrc diff,nr intst,nr waters,box length,diff,diff GAFF,functional group
mobley_6522117, CCOP(=O)(OCC)O/C(=C/Cl)/c1ccc(cc1Cl)Cl," 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate",-7.07,1.37,-9.03,0.05, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Renamed mobley_6522117 from 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate to [(E)-2-chloro-1-(2,4-dichlorophenyl)vinyl] diethyl phosphate (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",-6.63,0.1,-7.85,-1.22,0.01,0.78,26,1213,34,0.44,1.96,aryl chloride
mobley_6571751, CC1=CCCCC1, 1-methylcyclohexene,0.67,0.6,1.34,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.25,0.07,0.86,-0.39,0.02,0.19,13,667,28,0.58,0.67,alkene
mobley_6619554, CCCCC(=O)OCC, ethyl pentanoate,-2.49,0.6,-3.11,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.56,0.03,-3,-0.44,0.02,0.51,15,843,30,0.07,0.62,carboxylic acid ester
mobley_6620221, CC1(Cc2cccc(c2O1)OC(=O)NC)C, carbofuran,-9.61,0.3,-11.13,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-10.51,0.34,-11.32,-0.81,0.02,1.71,22,836,30,0.9,1.52,alkyl aryl ether
mobley_6632459, CCC=O, propanal,-3.43,0.6,-3.15,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.66,0.04,-2.83,-0.17,0.01,0.6,10,670,28,0.77,0.28,aldehyde
mobley_664966, C(I)I, diiodomethane,-2.49,0.6,-1.88,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.22,0.11,-2.67,-0.45,0.01,0.18,9,666,28,0.27,0.61,alkyl iodide
mobley_667278, c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl," 1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene",-4.4,0.1,-0.81,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.68,0.17,-3.75,-1.07,0.01,0.65,25,1208,34,1.72,3.59,aryl chloride
mobley_6688723, COc1c(cc(c(c1O)OC)Cl)Cl," 3,5-dichloro-2,6-dimethoxyphenol",-6.44,0.38,-5.98,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.02,0.51,-7.7,-0.68,0.01,1.26,19,743,29,0.58,0.46,phenol or hydroxyhetarene
mobley_6714389, CN, methanamine,-4.55,0.6,-3.58,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.57,0.01,-3.67,-0.1,0.02,0.88,8,673,28,0.98,0.97,primary amine
mobley_6727159, C(CO[N+](=O)[O-])O, 2-(nitrooxy)ethan-1-ol,-8.18,0.1,-6.68,0.03, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from ethyleneglycol mononitrate to 2-(nitrooxy)ethan-1-ol for better handling/standardization.  ",-6.61,0.07,-6.93,-0.32,0.03,1.25,13,667,28,1.57,1.5,primary alcohol
mobley_6739648, C1COCCO1," 1,4-dioxane",-5.06,0.6,-4.27,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.33,0.11,-4.6,-0.27,0.01,0.46,12,668,28,0.73,0.79,dialkyl ether
mobley_6743808, Cc1ccc(cc1C)O," 3,4-dimethylphenol",-6.5,0.6,-5.47,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.46,0.08,-4.96,-0.5,0.01,1.54,15,665,28,2.04,1.03,phenol or hydroxyhetarene
mobley_6794076, CC(=O)c1ccncc1, 1-(4-pyridyl)ethanone,-7.62,0.6,-7.57,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-8.67,0.09,-9.11,-0.44,0.02,1.49,15,666,28,1.05,0.05,ketone
mobley_6804509, c1c(c(cc(c1Cl)Cl)Cl)Cl," 1,2,4,5-tetrachlorobenzene",-1.34,0.6,0.04,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.96,0.1,-1.5,-0.54,0.02,0.16,16,747,29,0.38,1.38,aryl chloride
mobley_6812653, CCCCCC, hexane,2.48,0.6,2.85,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",2.92,0.07,2.57,-0.35,0.02,0.09,12,668,28,0.44,0.37,alkane
mobley_6843802, c1ccc(cc1)O[C@@H](C(F)F)F," 1,2,2-trifluoroethoxybenzene",-1.29,0.6,-3.04,0.04," J. Lu, 1994, Ph.D. Thesis, University of Western Ontario", 10.1021/acs.jced.7b00104," Renamed mobley_6843802 from 1,2,2-trifluoroethoxybenzene to [(1R)-1,2,2-trifluoroethoxy]benzene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",-1.13,0.22,-1.61,-0.48,0.01,0.32,18,661,28,0.16,1.75,alkyl fluoride
mobley_6854178, CC(C)OC=O, isopropyl formate,-2.02,0.6,-3.59,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.51,0.04,-2.76,-0.25,0.01,0.74,12,667,28,0.49,1.57,carboxylic acid ester
mobley_6861308, CN(C)C(=O)Nc1ccccc1, fenuron,-9.13,1.93,-11.81,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-9.86,0.11,-10.55,-0.69,0.02,1.42,18,840,30,0.73,2.68,urea
mobley_6896128, CCCC[C@@H](C)CC, 3-methylheptane,2.97,0.6,3.03,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_6896128 from 3-methylheptane to (3S)-3-methylheptane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,3.38,0.08,2.94,-0.44,0.02,0.03,14,843,30,0.41,0.06,alkane
mobley_6911232, CCOC, methoxyethane,-2.1,0.6,-0.71,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1,0.03,-1.2,-0.2,0,0.9,10,668,28,1.1,1.39,dialkyl ether
mobley_6917738, COCCN, 2-methoxyethanamine,-6.55,0.6,-5.03,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.15,0.08,-3.38,-0.23,0.01,3.17,11,668,28,3.4,1.52,dialkyl ether
mobley_6929123, COC(=O)CCl, methyl 2-chloroacetate,-4,0.6,-3.82,0.02, 10.1139/v80-201, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.51,0.04,-4.8,-0.29,0.03,0.8,12,667,28,0.51,0.18,alkyl chloride
mobley_6935906, CC(=CCC[C@](C)(C=C)OC(=O)C)C," (3R)-3,7-Dimethylocta-1,6-dien-3-yl acetate",-2.49,0.85,-2.96,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.16,0.59,-4.12,-0.96,0.02,1.63,20,836,30,0.67,0.47,carboxylic acid ester
mobley_6973347, CCOC(=O)C, ethyl acetate,-2.94,0.6,-3.75,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.04,0.05,-3.29,-0.25,0.02,0.35,12,668,28,0.1,0.81,carboxylic acid ester
mobley_6978427, COC(=O)C1CCCCC1, methyl cyclohexanecarboxylate,-3.3,0.6,-4.38,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.4,0.55,-2.86,-0.46,0.01,0.44,16,663,28,0.9,1.08,carboxylic acid ester
mobley_6981465, CC(C)OC(=O)C, isopropyl acetate,-2.64,0.6,-3.37,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.9,0.13,-3.24,-0.34,0,0.6,13,666,28,0.26,0.73,carboxylic acid ester
mobley_6988468, CCc1ccccn1, 2-ethylpyridine,-4.33,0.6,-3.31,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.45,0.07,-3.87,-0.42,0.02,0.46,14,667,28,0.88,1.02,aromatic
mobley_7009711, Cc1cc(cc(c1)O)C," 3,5-dimethylphenol",-6.27,0.6,-5.44,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.33,0.08,-4.82,-0.49,0.02,1.45,15,665,28,1.94,0.83,phenol or hydroxyhetarene
mobley_7010316, C1CCC(CC1)O, cyclohexanol,-5.46,0.6,-4.18,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.39,0.3,-3.75,-0.36,0,1.71,13,669,28,2.07,1.28,secondary alcohol
mobley_7015518, COC, methoxymethane,-1.91,0.6,-0.85,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.92,0.05,-1.06,-0.14,0.02,0.85,9,671,28,0.99,1.06,dialkyl ether
mobley_7017274, c1ccc2c(c1)ccc3c2cccc3, phenanthrene,-3.88,0.6,-5.26,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.22,0.13,-3.94,-0.72,0.01,0.06,20,840,30,0.66,1.38,aromatic
mobley_7039935, c1ccc2c(c1)cccc2O, naphthalen-1-ol,-7.67,0.6,-7.14,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.7,0.1,-6.27,-0.57,0.01,1.4,17,664,28,1.97,0.53,phenol or hydroxyhetarene
mobley_7047032, CC(C)(C)Cl, 2-chloro-2-methyl-propane,1.09,0.6,0.83,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.59,0.05,1.28,-0.31,0.02,0.19,11,665,28,0.5,0.26,alkyl chloride
mobley_7066554, c1cc(ccc1O)Cl, 4-chlorophenol,-7.03,0.6,-5.37,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.15,0.05,-5.56,-0.41,0,1.47,14,666,28,1.88,1.66,phenol or hydroxyhetarene
mobley_7099614, C=CCCl, 3-chloroprop-1-ene,-0.57,0.6,0.94,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.34,0.05,0.1,-0.24,0.02,0.67,10,667,28,0.91,1.51,alkyl chloride
mobley_7106722, CCCC(C)C, isohexane,2.51,0.6,2.81,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",2.99,0.11,2.66,-0.33,0,0.15,12,668,28,0.48,0.3,alkane
mobley_7142697, CCCCCN, pentan-1-amine,-4.09,0.6,-2.83,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.76,0.05,-1.07,-0.31,0.01,3.02,12,668,28,3.33,1.26,primary amine
mobley_7150646, c1cc(ccc1Br)Br," 1,4-dibromobenzene",-2.3,0.6,-1.09,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.96,0.12,-2.44,-0.48,0.01,0.14,14,910,31,0.34,1.21,aryl bromide
mobley_7157427, CCCCCCCCl, 1-chloroheptane,0.29,0.6,1.47,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.9,0.2,1.43,-0.47,0.01,1.14,14,841,30,1.61,1.18,alkyl chloride
mobley_7176248, CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-], trifluralin,-3.25,0.1,-2.02,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trifluralin to 2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline for better handling/standardization.  ",-6.33,0.19,-7.42,-1.09,0,4.17,29,831,30,3.08,1.23,tertiary amine
mobley_7176290, c1cc(cc(c1)O)[N+](=O)[O-], 3-nitrophenol,-9.62,0.6,-7.89,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.42,0.13,-7.93,-0.51,0.01,1.69,16,664,28,2.2,1.73,phenol or hydroxyhetarene
mobley_718988, CCCCCCCN, heptan-1-amine,-3.79,0.6,-2.55,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.39,0.08,-0.82,-0.43,0,2.97,14,751,29,3.4,1.24,primary amine
mobley_7200804, c1ccc(c(c1)O)F, 2-fluorophenol,-5.29,0.6,-3.35,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.39,0.12,-4.74,-0.35,0.01,0.55,14,668,28,0.9,1.94,phenol or hydroxyhetarene
mobley_7203421, CCCCCC(=O)N, hexanamide,-9.31,0.6,-8.1,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.83,0.07,-7.28,-0.45,0.01,2.03,14,751,29,2.48,1.21,primary carboxylic acid amide
mobley_7227357, CCC(CC)O, pentan-3-ol,-4.35,0.6,-2.79,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.89,0.08,-3.24,-0.35,0,1.11,12,667,28,1.46,1.56,secondary alcohol
mobley_7239499, c1ccc2c(c1)Oc3cccc(c3O2)Cl, 1-chlorodibenzo-p-dioxin,-3.52,0.1,-4.47,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.02,0.07,-2.76,-0.74,0.01,0.76,21,838,30,1.5,0.95,diaryl ether
mobley_7261305, NN, hydrazine,-9.3,0.6,-6.51,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.75,0.02,-6.83,-0.08,0.01,2.47,8,672,28,2.55,2.79,hydrazine derivative
mobley_7295828, COc1ccccc1, anisole,-2.45,0.6,-2.32,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.02,0.08,-2.42,-0.4,0.01,0.03,14,667,28,0.43,0.13,alkyl aryl ether
mobley_7298388, Cc1cccc(c1)[N+](=O)[O-], 1-methyl-3-nitro-benzene,-3.45,0.6,-3.28,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.38,0.07,-2.89,-0.51,0.01,0.56,16,667,28,1.07,0.17,nitro
mobley_7326982, CC(C)O, propan-2-ol,-4.74,0.6,-3.43,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.91,0.05,-4.11,-0.2,0.02,0.63,10,669,28,0.83,1.31,secondary alcohol
mobley_7360181, COC(C(F)(F)F)(OC)OC," 1,1,1-trifluoro-2,2,2-trimethoxyethane",-0.8,0.2,-2.32,0.03, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trimethyl orthotrifluoroacetate to 1,1,1-trifluoro-2,2,2-trimethoxyethane for better handling/standardization.  ",-0.25,0.16,-0.66,-0.41,0,0.14,17,666,28,0.55,1.52,halogen derivative
mobley_7364468, CC1=CC(=O)CC(C1)(C)C," 3,5,5-trimethylcyclohex-2-en-1-one",-5.18,1.37,-4.09,0.03, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from isophorone to 3,5,5-trimethylcyclohex-2-en-1-one for better handling/standardization.  ",-3.07,0.06,-3.59,-0.52,0.01,1.59,16,667,28,2.11,1.09,ketone
mobley_7375018, CCCCCCCCCC(=O)C, undecan-2-one,-2.15,0.6,-2.2,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.18,0.14,-2.81,-0.63,0.03,0.66,18,1001,32,0.03,0.05,ketone
mobley_7378987, Cn1cnc2c1c(=O)n(c(=O)n2C)C, caffeine,-12.64,0.74,-17.62,0.04, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-14.71,0.11,-15.54,-0.83,0.03,2.9,20,662,28,2.07,4.98,oxo(het)arene
mobley_7393673, COc1ccc(cc1)C(=O)OC, methyl 4-methoxybenzoate,-5.33,0.6,-6.46,0.03, 10.1139/v92-210, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.07,0.05,-5.63,-0.56,0.01,0.3,18,843,30,0.26,1.13,alkyl aryl ether
mobley_7415647, CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-]," N,N-dimethyl-4-nitro-benzamide",-11.95,0.6,-10.04,0.04, 10.1139/v92-210, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-11.05,0.28,-11.84,-0.79,0.02,0.11,20,839,30,0.9,1.91,tertiary carboxylic acid amide
mobley_7417968, CCOCCOC(=O)C, 2-ethoxyethyl acetate,-5.31,0.1,-5.75,0.03, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.36,0.05,-5.78,-0.42,0.01,0.47,15,665,28,0.05,0.44,dialkyl ether
mobley_7455579, CC(C)COC=O, isobutyl formate,-2.22,0.6,-3.46,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.85,0.09,-2.17,-0.32,0.02,0.05,13,666,28,0.37,1.24,carboxylic acid ester
mobley_7463408, CCC(=O)Nc1ccc(c(c1)Cl)Cl," N-(3,4-dichlorophenyl)propanimidic acid",-7.78,1.93,-9.41,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from propanil to N-(3,4-dichlorophenyl)propanimidic acid for better handling/standardization.  ",-10.6,0.22,-11.33,-0.73,0.03,3.55,19,997,32,2.82,1.63,aryl chloride
mobley_7463799, c1ccc(cc1)CCCO, 3-phenylpropan-1-ol,-6.92,0.6,-5.77,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.88,0.05,-6.41,-0.53,0.01,0.51,16,663,28,1.04,1.15,primary alcohol
mobley_7497999, CC(=O)c1ccccc1, 1-phenylethanone,-4.58,0.6,-5.08,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.44,0.04,-4.87,-0.43,0.02,0.29,15,666,28,0.14,0.5,ketone
mobley_7532833, CC#N, acetonitrile,-3.88,0.6,-2.79,0.02, 10.1021/jp0264477, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.58,0.07,-3.75,-0.17,0.01,0.13,9,673,28,0.3,1.09,carbonitrile
mobley_7542832, CCCOCCC, 1-propoxypropane,-1.16,0.6,0,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.21,0.05,-0.58,-0.37,0,0.58,13,755,29,0.95,1.16,dialkyl ether
mobley_755351, COc1cccc(c1)N, 3-methoxyaniline,-7.29,0.6,-7.2,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.66,0.06,-6.14,-0.48,0.02,1.15,15,667,28,1.63,0.09,alkyl aryl ether
mobley_7573149, CCCOC(=O)C, propyl acetate,-2.79,0.6,-3.49,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.77,0.03,-3.12,-0.35,0.02,0.33,13,668,28,0.02,0.7,carboxylic acid ester
mobley_7599023, c1ccc(cc1)Br, bromobenzene,-1.46,0.6,-0.95,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.95,0.06,-1.35,-0.4,0.01,0.11,13,666,28,0.51,0.51,aryl bromide
mobley_7608435, CCCCCCCC(=O)OC, methyl octanoate,-2.04,0.6,-3.04,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.2,0.1,-3.76,-0.56,0.01,1.72,17,908,31,1.16,1,carboxylic acid ester
mobley_7608462, c1ccc(cc1)Cl, chlorobenzene,-1.12,0.6,-0.47,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.45,0.08,-0.81,-0.36,0.02,0.31,13,665,28,0.67,0.65,aryl chloride
mobley_7610437, CC[C@H](C(C)C)O, 2-methylpentan-3-ol,-3.88,0.6,-2.42,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_7610437 from 2-methylpentan-3-ol to (3R)-2-methylpentan-3-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,-2.49,0.11,-2.88,-0.39,0.01,1,13,666,28,1.39,1.46,secondary alcohol
mobley_766666, C(=C(Cl)Cl)Cl," 1,1,2-trichloroethylene",-0.44,0.6,0.82,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.63,0.05,-1.01,-0.38,0.01,0.57,11,664,28,0.19,1.26,halogen derivative
mobley_7676709, CC1=CC(=O)[C@@H](CC1)C(C)C, 6-isopropyl-3-methyl-1-cyclohex-2-enone,-4.51,0.1,-3.83,0.03, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104, Renamed mobley_7676709 from 6-isopropyl-3-methyl-1-cyclohex-2-enone to (6S)-6-isopropyl-3-methyl-cyclohex-2-en-1-one (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,-4.25,0.22,-4.83,-0.58,0.01,0.32,17,751,29,0.26,0.68,ketone
mobley_7688753, c1cc(cc(c1)O)C=O, 3-hydroxybenzaldehyde,-9.52,1.9,-9.37,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Experimental value updated 10/22/13 from J. Peter Guthrie's examination of published data. A range of values -7.48 to -9.52 seem possible, but the original experimental data has not yet been located. More work is needed.  ",-7.72,0.09,-8.14,-0.42,0.01,1.38,15,667,28,1.8,0.15,aldehyde
mobley_7690440, CSSC, methyldisulfanylmethane,-1.83,0.6,-0.09,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.1,0.12,-0.25,-0.35,0.02,1.58,10,668,28,1.93,1.74,disulfide
mobley_7708038, CCCBr, 1-bromopropane,-0.56,0.6,0.58,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.01,0.06,-0.27,-0.28,0.01,0.29,10,563,26,0.57,1.14,alkyl bromide
mobley_7735340, c1cnc[nH]1, imidazole,-9.63,0.6,-7.97,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-10.54,0.07,-10.8,-0.26,0.01,1.17,11,670,28,0.91,1.66,aromatic
mobley_7758918, CCC(=O)O, propionic acid,-6.46,0.6,-9.09,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.02,0.22,-4.26,-0.24,0.01,2.2,11,669,28,2.44,2.63,carboxylic acid
mobley_7768165, C(CBr)Cl, 1-bromo-2-chloro-ethane,-1.95,0.6,-0.8,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.01,0.09,-0.29,-0.3,0.03,1.66,10,666,28,1.96,1.15,alkyl chloride
mobley_7769613, CC(C)(C)Br, 2-bromo-2-methyl-propane,0.84,0.6,0.44,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.4,0.05,1.06,-0.34,0.02,0.22,11,665,28,0.56,0.4,alkyl bromide
mobley_7774695, CNc1ccccc1, N-methylaniline,-4.69,0.6,-5.72,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.81,0.04,-3.21,-0.4,0.02,1.48,14,666,28,1.88,1.03,secondary amine
mobley_778352, CC=C(C)C, 2-methylbut-2-ene,1.31,0.6,2.27,0.02, 10.1021/jp0264477, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.74,0.05,1.43,-0.31,0.01,0.12,11,669,28,0.43,0.96,alkene
mobley_7794077, c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F, 5-trifluoromethyluracil,-15.46,0.16,-17.35,0.03, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-12.87,0.01,-13.41,-0.54,0.01,2.05,18,662,28,2.59,1.89,halogen derivative
mobley_7814642, c1cc(c(cc1Cl)Cl)Cl," 1,2,4-trichlorobenzene",-1.12,0.6,-0.12,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.1,0.12,-1.55,-0.45,0.01,0.43,15,839,30,0.02,1,aryl chloride
mobley_7829570, CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]," N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",-3.51,1.93,-2.3,0.05, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from benefin to N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline for better handling/standardization.  ",-6.6,0.33,-7.71,-1.11,0.01,4.2,29,997,32,3.09,1.21,tertiary amine
